Date-time CET-CEST (DD/MM/YYYY HH:mm),DMA 1 (L/s),DMA 2 (L/s)
20/12/2022 23:00,5.11,9.37
21/12/2022 00:00,5.17,8.76
21/12/2022 01:00,4.94,8.41
21/12/2022 02:00,4.67,8.39
21/12/2022 03:00,4.56,8.46
21/12/2022 04:00,4.89,8.47
21/12/2022 05:00,3.73,8.68
21/12/2022 06:00,6.53,9.8
21/12/2022 07:00,7.82,11.16
21/12/2022 08:00,8.8,10.92
21/12/2022 09:00,8.08,10.37
21/12/2022 10:00,8.62,10.18
21/12/2022 11:00,7.93,9.98
21/12/2022 12:00,8.93,9.97
21/12/2022 13:00,8.79,9.83
21/12/2022 14:00,8.36,10.04
21/12/2022 15:00,8.41,9.85
21/12/2022 16:00,7.67,9.68
21/12/2022 17:00,7.4,9.88
21/12/2022 18:00,6.48,10.01
21/12/2022 19:00,7.07,10.29
21/12/2022 20:00,6.56,10.29
21/12/2022 21:00,5.49,9.94
21/12/2022 22:00,3.92,9.42
21/12/2022 23:00,2.98,9.24
22/12/2022 00:00,2.61,8.87
22/12/2022 01:00,2.65,8.46
22/12/2022 02:00,5.06,8.43
22/12/2022 03:00,5.15,8.42
22/12/2022 04:00,4.5,8.54
22/12/2022 05:00,4.94,8.79
22/12/2022 06:00,6.42,9.98
22/12/2022 07:00,8.08,10.86
22/12/2022 08:00,8.47,10.99
22/12/2022 09:00,9.11,10.48
22/12/2022 10:00,8.7,10.13
22/12/2022 11:00,7.3,9.81
22/12/2022 12:00,7.37,9.71
22/12/2022 13:00,7.04,9.66
22/12/2022 14:00,7.69,9.85
22/12/2022 15:00,7.74,10.02
22/12/2022 16:00,6.63,10.58
22/12/2022 17:00,6.52,10.27
22/12/2022 18:00,7.06,9.99
22/12/2022 19:00,7.04,10.3
22/12/2022 20:00,8.2,10.49
22/12/2022 21:00,5.75,10.32
22/12/2022 22:00,5.03,9.66
22/12/2022 23:00,4.67,9.29
23/12/2022 00:00,4.33,8.78
23/12/2022 01:00,4.27,8.54
23/12/2022 02:00,4.94,8.47
23/12/2022 03:00,2.86,8.47
23/12/2022 04:00,2.41,8.7
23/12/2022 05:00,2.56,8.89
23/12/2022 06:00,5.27,9.72
23/12/2022 07:00,6.42,11.22
23/12/2022 08:00,7.86,11.16
23/12/2022 09:00,8.81,10.58
23/12/2022 10:00,8.88,10.52
23/12/2022 11:00,8.75,10.15
23/12/2022 12:00,8.59,10.18
23/12/2022 13:00,7.71,10.24
23/12/2022 14:00,8.69,10.18
23/12/2022 15:00,8.25,10.02
23/12/2022 16:00,6.62,10.13
23/12/2022 17:00,5.97,10.29
23/12/2022 18:00,5.17,10.25
23/12/2022 19:00,5.23,10.65
23/12/2022 20:00,5.54,10.41
23/12/2022 21:00,4.53,10.09
23/12/2022 22:00,4.15,9.8
23/12/2022 23:00,4.09,9.38
24/12/2022 00:00,4.09,9.07
24/12/2022 01:00,3.8,8.66
24/12/2022 02:00,4.8,8.58
24/12/2022 03:00,4.79,8.41
24/12/2022 04:00,3.69,8.46
24/12/2022 05:00,3.75,8.66
24/12/2022 06:00,4.99,9
24/12/2022 07:00,6.34,10.01
24/12/2022 08:00,7.25,11.08
24/12/2022 09:00,7.36,11.45
24/12/2022 10:00,6.8,11.21
24/12/2022 11:00,6.35,11.18
24/12/2022 12:00,6.28,11.19
24/12/2022 13:00,5.98,10.87
24/12/2022 14:00,7.06,10.74
24/12/2022 15:00,6.46,10.79
24/12/2022 16:00,5.06,11.35
24/12/2022 17:00,6.76,10.89
24/12/2022 18:00,6.81,11.02
24/12/2022 19:00,6.06,10.54
24/12/2022 20:00,5.94,9.78
24/12/2022 21:00,5.71,9.88
24/12/2022 22:00,5.09,9.74
24/12/2022 23:00,4.63,9.75
25/12/2022 00:00,4.22,9.38
25/12/2022 01:00,3.9,9.34
25/12/2022 02:00,2.52,8.91
25/12/2022 03:00,2.23,8.64
25/12/2022 04:00,2.25,8.66
25/12/2022 05:00,2.42,8.66
25/12/2022 06:00,4.01,8.8
25/12/2022 07:00,5.37,9.29
25/12/2022 08:00,6.5,10.42
25/12/2022 09:00,7.48,11.59
25/12/2022 10:00,8.07,12.79
25/12/2022 11:00,8.33,12.33
25/12/2022 12:00,7.34,11.85
25/12/2022 13:00,6.24,10.55
25/12/2022 14:00,5.78,10.04
25/12/2022 15:00,5.14,10.2
25/12/2022 16:00,4.57,10.5
25/12/2022 17:00,4.29,10.06
25/12/2022 18:00,4.54,10.32
25/12/2022 19:00,5.64,10.4
25/12/2022 20:00,6.4,10.42
25/12/2022 21:00,5.46,10.08
25/12/2022 22:00,8.43,9.78
25/12/2022 23:00,15.48,9.48
26/12/2022 00:00,4.24,9.05
26/12/2022 01:00,4.4,8.69
26/12/2022 02:00,5.48,8.53
26/12/2022 03:00,4.09,8.46
26/12/2022 04:00,4.09,8.51
26/12/2022 05:00,3.99,8.62
26/12/2022 06:00,4.54,8.78
26/12/2022 07:00,5.15,9.28
26/12/2022 08:00,5.61,10.39
26/12/2022 09:00,5.95,11.46
26/12/2022 10:00,6.7,11.84
26/12/2022 11:00,6.82,11.67
26/12/2022 12:00,6.03,11.34
26/12/2022 13:00,5.46,10.62
26/12/2022 14:00,6.04,10.53
26/12/2022 15:00,6.52,NaN
26/12/2022 16:00,6.79,10.03
26/12/2022 17:00,5.93,10.69
26/12/2022 18:00,5.7,9.91
26/12/2022 19:00,6.06,10.46
26/12/2022 20:00,6.25,10.19
26/12/2022 21:00,5.57,10
26/12/2022 22:00,5.02,9.46
26/12/2022 23:00,4.43,9.42
27/12/2022 00:00,3.55,9.02
27/12/2022 01:00,16.02,8.68
27/12/2022 02:00,3.37,8.61
27/12/2022 03:00,3.73,8.49
27/12/2022 04:00,2.43,8.64
27/12/2022 05:00,3.62,8.84
27/12/2022 06:00,5.7,9.33
27/12/2022 07:00,6.47,10.33
27/12/2022 08:00,8.55,10.93
27/12/2022 09:00,9.08,11.03
27/12/2022 10:00,9.1,10.93
27/12/2022 11:00,9,10.82
27/12/2022 12:00,8.5,10.65
27/12/2022 13:00,7.1,10.38
27/12/2022 14:00,7.47,10.48
27/12/2022 15:00,6.73,10.25
27/12/2022 16:00,5.89,10.13
27/12/2022 17:00,5.34,10.08
27/12/2022 18:00,5.47,10.08
27/12/2022 19:00,6.51,10.59
27/12/2022 20:00,6.71,10.29
27/12/2022 21:00,5.79,10.03
27/12/2022 22:00,5.05,9.53
27/12/2022 23:00,4.29,9.47
28/12/2022 00:00,4.33,8.98
28/12/2022 01:00,3.7,8.69
28/12/2022 02:00,3.88,8.49
28/12/2022 03:00,3.78,8.56
28/12/2022 04:00,4.13,8.59
28/12/2022 05:00,4.47,8.8
28/12/2022 06:00,5.49,9.36
28/12/2022 07:00,5.94,10.56
28/12/2022 08:00,7.26,10.92
28/12/2022 09:00,7.6,11.18
28/12/2022 10:00,7.62,10.64
28/12/2022 11:00,7.88,10.33
28/12/2022 12:00,6.91,10.51
28/12/2022 13:00,7.27,10.75
28/12/2022 14:00,8.27,10.48
28/12/2022 15:00,8.15,10.15
28/12/2022 16:00,6.77,10.1
28/12/2022 17:00,6.82,9.97
28/12/2022 18:00,6.45,10.25
28/12/2022 19:00,6.63,10.43
28/12/2022 20:00,7.16,10.42
28/12/2022 21:00,5.8,9.84
28/12/2022 22:00,3.76,9.65
28/12/2022 23:00,3.42,9.39
29/12/2022 00:00,3.05,8.97
29/12/2022 01:00,2.66,8.7
29/12/2022 02:00,4.16,8.62
29/12/2022 03:00,4.55,8.59
29/12/2022 04:00,4.42,8.61
29/12/2022 05:00,4.94,8.72
29/12/2022 06:00,6.23,9.42
29/12/2022 07:00,7.07,10.62
29/12/2022 08:00,8.1,10.77
29/12/2022 09:00,8.86,11.05
29/12/2022 10:00,9.29,10.6
29/12/2022 11:00,8.64,10.48
29/12/2022 12:00,7.53,10.71
29/12/2022 13:00,7.11,10.82
29/12/2022 14:00,7.4,10.37
29/12/2022 15:00,6.85,10.34
29/12/2022 16:00,6.26,10.14
29/12/2022 17:00,5.98,10
29/12/2022 18:00,5.24,10.01
29/12/2022 19:00,6.25,10.49
29/12/2022 20:00,6.75,10.43
29/12/2022 21:00,5.97,10.09
29/12/2022 22:00,4.79,9.93
29/12/2022 23:00,4.11,9.5
30/12/2022 00:00,4.25,9.03
30/12/2022 01:00,3.94,8.71
30/12/2022 02:00,4.92,8.62
30/12/2022 03:00,4.11,8.64
30/12/2022 04:00,NaN,8.63
30/12/2022 05:00,3.69,8.84
30/12/2022 06:00,4.18,9.46
30/12/2022 07:00,6,10.38
30/12/2022 08:00,7,10.42
30/12/2022 09:00,7.57,10.56
30/12/2022 10:00,9.16,10.87
30/12/2022 11:00,9.4,11.34
30/12/2022 12:00,7.23,11.01
30/12/2022 13:00,8.02,10.7
30/12/2022 14:00,8.7,10.29
30/12/2022 15:00,7.77,10.31
30/12/2022 16:00,6.41,10.24
30/12/2022 17:00,6.62,10.25
30/12/2022 18:00,6.37,10.56
30/12/2022 19:00,6.21,10.46
30/12/2022 20:00,6.89,10.74
30/12/2022 21:00,5.84,10.36
30/12/2022 22:00,3.4,9.84
30/12/2022 23:00,3.14,9.59
31/12/2022 00:00,2.73,9.06
31/12/2022 01:00,2.45,8.8
31/12/2022 02:00,3.16,8.53
31/12/2022 03:00,4.52,8.59
31/12/2022 04:00,3.79,8.64
31/12/2022 05:00,3.77,8.73
31/12/2022 06:00,4.68,9.28
31/12/2022 07:00,6.41,9.97
31/12/2022 08:00,7.16,10.75
31/12/2022 09:00,7.51,11.34
31/12/2022 10:00,7.84,11.39
31/12/2022 11:00,7.13,11.47
31/12/2022 12:00,7.11,10.93
31/12/2022 13:00,6.39,11.16
31/12/2022 14:00,6.79,10.74
31/12/2022 15:00,6.28,11.15
31/12/2022 16:00,6.01,11.12
31/12/2022 17:00,5.83,12.28
31/12/2022 18:00,5.39,11.41
31/12/2022 19:00,5.37,10.74
31/12/2022 20:00,5.69,10.23
31/12/2022 21:00,5.37,9.73
31/12/2022 22:00,4.25,9.79
31/12/2022 23:00,3.86,9.63
1/1/2023 0:00,3.97,9.53
1/1/2023 1:00,4.51,9.62
1/1/2023 2:00,4.24,9.51
1/1/2023 3:00,3.92,9.23
1/1/2023 4:00,3.91,8.97
1/1/2023 5:00,3.91,9
1/1/2023 6:00,4.78,9.01
1/1/2023 7:00,4.79,9.28
1/1/2023 8:00,4.89,9.85
1/1/2023 9:00,5.04,11.11
1/1/2023 10:00,5.81,11.36
1/1/2023 11:00,5.99,11.34
1/1/2023 12:00,5.54,11.47
1/1/2023 13:00,5.5,11.37
1/1/2023 14:00,6.86,10.57
1/1/2023 15:00,6.21,10.8
1/1/2023 16:00,6.29,10.45
1/1/2023 17:00,5.73,10.33
1/1/2023 18:00,5.51,10.27
1/1/2023 19:00,5.85,10.54
1/1/2023 20:00,6.44,10.57
1/1/2023 21:00,5.92,10.41
1/1/2023 22:00,8.34,9.88
1/1/2023 23:00,13.65,9.23
2/1/2023 0:00,2.54,8.95
2/1/2023 1:00,2.68,8.83
2/1/2023 2:00,3.65,8.69
2/1/2023 3:00,2.64,8.68
2/1/2023 4:00,3.77,8.82
2/1/2023 5:00,4.06,8.87
2/1/2023 6:00,5.61,9.52
2/1/2023 7:00,7.09,10.22
2/1/2023 8:00,7.93,10.47
2/1/2023 9:00,8.74,10.87
2/1/2023 10:00,8.29,10.78
2/1/2023 11:00,8.32,10.49
2/1/2023 12:00,7.94,11.23
2/1/2023 13:00,7.02,10.57
2/1/2023 14:00,7.89,10.61
2/1/2023 15:00,7.22,10.12
2/1/2023 16:00,6.12,10.3
2/1/2023 17:00,4.84,10.4
2/1/2023 18:00,4.92,10.34
2/1/2023 19:00,6.1,10.63
2/1/2023 20:00,6.65,11.05
2/1/2023 21:00,6.18,10.24
2/1/2023 22:00,5.3,9.78
2/1/2023 23:00,4.93,9.51
3/1/2023 0:00,4.41,9.11
3/1/2023 1:00,17.43,8.77
3/1/2023 2:00,5.18,8.75
3/1/2023 3:00,5.33,8.65
3/1/2023 4:00,4.39,8.69
3/1/2023 5:00,4.71,9.01
3/1/2023 6:00,4.9,9.52
3/1/2023 7:00,6.56,10.22
3/1/2023 8:00,6.56,10.74
3/1/2023 9:00,8.17,11.01
3/1/2023 10:00,7.98,10.5
3/1/2023 11:00,7.62,10.81
3/1/2023 12:00,7.39,10.51
3/1/2023 13:00,8.25,10.51
3/1/2023 14:00,8.88,10.57
3/1/2023 15:00,7.93,10.31
3/1/2023 16:00,6.87,9.9
3/1/2023 17:00,6.57,10.48
3/1/2023 18:00,6.27,10.44
3/1/2023 19:00,7.1,10.89
3/1/2023 20:00,6.84,11.04
3/1/2023 21:00,4.59,10.21
3/1/2023 22:00,3.09,9.42
3/1/2023 23:00,3.43,9.43
4/1/2023 0:00,2.68,9.16
4/1/2023 1:00,2.32,8.77
4/1/2023 2:00,3.35,8.68
4/1/2023 3:00,3.83,8.58
4/1/2023 4:00,3.86,8.68
4/1/2023 5:00,3.82,8.85
4/1/2023 6:00,6.06,9.27
4/1/2023 7:00,7.47,10.1
4/1/2023 8:00,8.77,10.89
4/1/2023 9:00,8.82,11.09
4/1/2023 10:00,8.59,11.15
4/1/2023 11:00,7.6,10.69
4/1/2023 12:00,7.4,10.52
4/1/2023 13:00,7.14,11
4/1/2023 14:00,7.61,10.53
4/1/2023 15:00,6.92,10.31
4/1/2023 16:00,6.19,10.27
4/1/2023 17:00,5.28,10.2
4/1/2023 18:00,5.81,10.24
4/1/2023 19:00,5.81,10.61
4/1/2023 20:00,6.47,10.77
4/1/2023 21:00,5.49,10.21
4/1/2023 22:00,4.42,10.07
4/1/2023 23:00,3.91,9.23
5/1/2023 0:00,3.83,9
5/1/2023 1:00,3.33,8.87
5/1/2023 2:00,4.27,8.78
5/1/2023 3:00,4.42,8.66
5/1/2023 4:00,3.55,8.67
5/1/2023 5:00,3.51,8.98
5/1/2023 6:00,5.27,9.39
5/1/2023 7:00,7.01,10.29
5/1/2023 8:00,6.96,11.02
5/1/2023 9:00,7.23,11.07
5/1/2023 10:00,7.19,10.42
5/1/2023 11:00,6.6,10.36
5/1/2023 12:00,8.14,10.48
5/1/2023 13:00,9.01,10.2
5/1/2023 14:00,11.83,10.53
5/1/2023 15:00,7.28,10.33
5/1/2023 16:00,6.79,10.19
5/1/2023 17:00,7.11,10.43
5/1/2023 18:00,5.88,10.49
5/1/2023 19:00,6.56,10.38
5/1/2023 20:00,6.62,10.94
5/1/2023 21:00,5.23,10.31
5/1/2023 22:00,3.09,9.89
5/1/2023 23:00,2.78,9.54
6/1/2023 0:00,2.44,9.35
6/1/2023 1:00,3.23,8.86
6/1/2023 2:00,5.04,8.72
6/1/2023 3:00,4.09,8.7
6/1/2023 4:00,3.48,8.7
6/1/2023 5:00,3.83,8.69
6/1/2023 6:00,5.12,9.1
6/1/2023 7:00,6.22,9.82
6/1/2023 8:00,7.25,10.85
6/1/2023 9:00,7.42,11.88
6/1/2023 10:00,7.3,11.83
6/1/2023 11:00,6.67,11.69
6/1/2023 12:00,5.67,11.39
6/1/2023 13:00,5.23,10.82
6/1/2023 14:00,6.17,11.1
6/1/2023 15:00,5.48,10.67
6/1/2023 16:00,4.33,10.56
6/1/2023 17:00,4.37,10.64
6/1/2023 18:00,5,10.87
6/1/2023 19:00,5.96,10.28
6/1/2023 20:00,6.06,10.13
6/1/2023 21:00,5.36,9.99
6/1/2023 22:00,4.6,9.63
6/1/2023 23:00,4.13,9.63
7/1/2023 0:00,3.91,9.32
7/1/2023 1:00,3.77,8.85
7/1/2023 2:00,4.47,8.82
7/1/2023 3:00,4.77,8.66
7/1/2023 4:00,3.55,8.66
7/1/2023 5:00,3.48,8.8
7/1/2023 6:00,3.3,9.18
7/1/2023 7:00,5.27,9.79
7/1/2023 8:00,6.52,11.01
7/1/2023 9:00,6.22,11.29
7/1/2023 10:00,7.4,11.06
7/1/2023 11:00,6.31,11.06
7/1/2023 12:00,6.43,10.86
7/1/2023 13:00,7.11,10.62
7/1/2023 14:00,7.09,10.62
7/1/2023 15:00,6.93,10.19
7/1/2023 16:00,5.85,10.09
7/1/2023 17:00,5.9,10.49
7/1/2023 18:00,5.81,10.17
7/1/2023 19:00,6.8,10.57
7/1/2023 20:00,5.44,10.44
7/1/2023 21:00,4.32,9.89
7/1/2023 22:00,3.56,9.67
7/1/2023 23:00,3.44,9.6
8/1/2023 0:00,2.52,9.08
8/1/2023 1:00,2.73,8.91
8/1/2023 2:00,3.74,8.68
8/1/2023 3:00,3.66,8.61
8/1/2023 4:00,3.6,8.6
8/1/2023 5:00,4.01,8.64
8/1/2023 6:00,5.3,8.98
8/1/2023 7:00,6.28,9.66
8/1/2023 8:00,6.88,10.38
8/1/2023 9:00,6.73,11.68
8/1/2023 10:00,7.11,11.94
8/1/2023 11:00,6.89,12.06
8/1/2023 12:00,5.85,11.34
8/1/2023 13:00,6.07,10.91
8/1/2023 14:00,6.42,10.65
8/1/2023 15:00,5.41,10.54
8/1/2023 16:00,5.17,10.94
8/1/2023 17:00,6.22,10.79
8/1/2023 18:00,5.37,10.56
8/1/2023 19:00,6.3,11.04
8/1/2023 20:00,6.49,11.04
8/1/2023 21:00,5.83,10.47
8/1/2023 22:00,8.27,9.83
8/1/2023 23:00,13.11,9.52
9/1/2023 0:00,4.24,8.96
9/1/2023 1:00,3.69,8.79
9/1/2023 2:00,5.01,8.69
9/1/2023 3:00,3.93,8.58
9/1/2023 4:00,3.85,8.81
9/1/2023 5:00,3.09,9.01
9/1/2023 6:00,5.51,10.1
9/1/2023 7:00,7.26,10.77
9/1/2023 8:00,6.86,NaN
9/1/2023 9:00,7.95,10.54
9/1/2023 10:00,7.31,10.58
9/1/2023 11:00,7.61,10.35
9/1/2023 12:00,8.28,10.39
9/1/2023 13:00,8.13,10.81
9/1/2023 14:00,8.85,10.13
9/1/2023 15:00,7.91,10.17
9/1/2023 16:00,7.13,9.68
9/1/2023 17:00,6.53,10.29
9/1/2023 18:00,6.7,10.24
9/1/2023 19:00,7.27,10.5
9/1/2023 20:00,6.32,11.09
9/1/2023 21:00,5.54,10.62
9/1/2023 22:00,3.94,9.84
9/1/2023 23:00,3.3,9.64
10/1/2023 0:00,2.47,8.83
10/1/2023 1:00,16.37,8.68
10/1/2023 2:00,4.64,8.63
10/1/2023 3:00,4.84,8.58
10/1/2023 4:00,3.63,8.64
10/1/2023 5:00,3.94,8.91
10/1/2023 6:00,6.25,9.95
10/1/2023 7:00,8.45,11.32
10/1/2023 8:00,7.95,11.21
10/1/2023 9:00,8.59,10.92
10/1/2023 10:00,7.56,10.69
10/1/2023 11:00,8.35,10.06
10/1/2023 12:00,7.69,10.1
10/1/2023 13:00,7.56,10.19
10/1/2023 14:00,8.23,10.35
10/1/2023 15:00,7.05,10.07
10/1/2023 16:00,7.29,10.09
10/1/2023 17:00,7.04,10.01
10/1/2023 18:00,7.52,10.33
10/1/2023 19:00,7.69,10.89
10/1/2023 20:00,7.69,10.74
10/1/2023 21:00,7.12,10.7
10/1/2023 22:00,5.12,9.83
10/1/2023 23:00,4.77,9.41
11/1/2023 0:00,4.56,8.68
11/1/2023 1:00,4.54,8.52
11/1/2023 2:00,4.79,8.49
11/1/2023 3:00,3.28,8.41
11/1/2023 4:00,3.38,8.56
11/1/2023 5:00,4.04,8.96
11/1/2023 6:00,5.82,9.78
11/1/2023 7:00,7.96,11.22
11/1/2023 8:00,8.64,11.07
11/1/2023 9:00,9.47,10.91
11/1/2023 10:00,9.66,10.08
11/1/2023 11:00,9.5,9.96
11/1/2023 12:00,9.94,10.1
11/1/2023 13:00,9.39,10.16
11/1/2023 14:00,9.6,10.03
11/1/2023 15:00,8.69,9.67
11/1/2023 16:00,7.52,10.01
11/1/2023 17:00,6.69,10.07
11/1/2023 18:00,6.4,10.5
11/1/2023 19:00,7.08,10.69
11/1/2023 20:00,6.76,10.68
11/1/2023 21:00,5.31,10.62
11/1/2023 22:00,4.81,9.89
11/1/2023 23:00,5.25,9.55
12/1/2023 0:00,4.71,8.85
12/1/2023 1:00,4.37,8.59
12/1/2023 2:00,5.49,8.59
12/1/2023 3:00,5.44,8.56
12/1/2023 4:00,4.59,8.62
12/1/2023 5:00,4.99,8.86
12/1/2023 6:00,6.89,9.98
12/1/2023 7:00,8.86,11.01
12/1/2023 8:00,8.88,11.32
12/1/2023 9:00,8.38,11.2
12/1/2023 10:00,8.36,10.42
12/1/2023 11:00,8.38,10.2
12/1/2023 12:00,8.38,10.04
12/1/2023 13:00,8.39,10.02
12/1/2023 14:00,10.68,9.91
12/1/2023 15:00,9.84,10.02
12/1/2023 16:00,9.99,8.74
12/1/2023 17:00,7.1,9.79
12/1/2023 18:00,7.42,10.16
12/1/2023 19:00,7.63,10.53
12/1/2023 20:00,7.95,10.79
12/1/2023 21:00,6.5,10.16
12/1/2023 22:00,5.5,9.56
12/1/2023 23:00,4.79,9.6
13/01/2023 00:00,4.59,9.01
13/01/2023 01:00,4.39,8.47
13/01/2023 02:00,4.74,8.34
13/01/2023 03:00,3.4,8.42
13/01/2023 04:00,3.35,8.47
13/01/2023 05:00,3.74,8.62
13/01/2023 06:00,6.35,9.82
13/01/2023 07:00,9.09,11.06
13/01/2023 08:00,10.03,10.59
13/01/2023 09:00,9.05,10.28
13/01/2023 10:00,9.71,9.99
13/01/2023 11:00,8.76,9.78
13/01/2023 12:00,9.27,8.52
13/01/2023 13:00,8.57,10.2
13/01/2023 14:00,9.2,10
13/01/2023 15:00,8.77,9.89
13/01/2023 16:00,7.25,10.21
13/01/2023 17:00,6.86,10.1
13/01/2023 18:00,6.39,10.23
13/01/2023 19:00,6.83,10.49
13/01/2023 20:00,7.31,10.43
13/01/2023 21:00,6.17,9.81
13/01/2023 22:00,5.37,9.33
13/01/2023 23:00,4.92,9.28
14/01/2023 00:00,4.81,8.77
14/01/2023 01:00,4.49,8.54
14/01/2023 02:00,5.57,8.38
14/01/2023 03:00,5.42,8.33
14/01/2023 04:00,4.66,8.47
14/01/2023 05:00,4.74,8.63
14/01/2023 06:00,5.69,8.91
14/01/2023 07:00,6.43,10.04
14/01/2023 08:00,6.95,10.97
14/01/2023 09:00,7.96,11.53
14/01/2023 10:00,8,11.34
14/01/2023 11:00,7.01,10.87
14/01/2023 12:00,7.36,10.78
14/01/2023 13:00,7.64,11.04
14/01/2023 14:00,7.17,10.85
14/01/2023 15:00,5.76,10.32
14/01/2023 16:00,6.57,10.19
14/01/2023 17:00,6.6,10.31
14/01/2023 18:00,6.27,10.27
14/01/2023 19:00,7.05,10.35
14/01/2023 20:00,6.57,10.13
14/01/2023 21:00,5.62,9.79
14/01/2023 22:00,5.04,9.2
14/01/2023 23:00,4.46,9.27
15/01/2023 00:00,3.97,8.93
15/01/2023 01:00,2.55,8.67
15/01/2023 02:00,2.55,8.37
15/01/2023 03:00,2.3,8.42
15/01/2023 04:00,2.47,8.35
15/01/2023 05:00,3.6,8.46
15/01/2023 06:00,4.89,8.74
15/01/2023 07:00,6.06,9.71
15/01/2023 08:00,6.78,11.18
15/01/2023 09:00,7.61,11.57
15/01/2023 10:00,8.36,11.85
15/01/2023 11:00,7.6,11.71
15/01/2023 12:00,7.09,11.26
15/01/2023 13:00,5.62,11.06
15/01/2023 14:00,5.71,10.62
15/01/2023 15:00,5.61,10.4
15/01/2023 16:00,5.27,10.09
15/01/2023 17:00,4.91,9.91
15/01/2023 18:00,5.72,10.58
15/01/2023 19:00,5.22,10.54
15/01/2023 20:00,6.77,10.57
15/01/2023 21:00,5.92,9.97
15/01/2023 22:00,8.46,9.48
15/01/2023 23:00,14.81,9.24
16/01/2023 00:00,4.43,8.57
16/01/2023 01:00,4.34,8.46
16/01/2023 02:00,5.11,8.43
16/01/2023 03:00,4.39,8.35
16/01/2023 04:00,4.12,8.36
16/01/2023 05:00,4.17,8.6
16/01/2023 06:00,5.61,9.96
16/01/2023 07:00,7.6,10.67
16/01/2023 08:00,7.87,10.46
16/01/2023 09:00,7.94,10.13
16/01/2023 10:00,8.2,10.17
16/01/2023 11:00,8.6,9.96
16/01/2023 12:00,8,9.9
16/01/2023 13:00,9.07,9.85
16/01/2023 14:00,10.36,10
16/01/2023 15:00,9.32,10.03
16/01/2023 16:00,8.48,9.68
16/01/2023 17:00,8.08,9.87
16/01/2023 18:00,6.72,10.06
16/01/2023 19:00,7.89,10.41
16/01/2023 20:00,8.48,10.78
16/01/2023 21:00,6.34,10.08
16/01/2023 22:00,4.42,9.55
16/01/2023 23:00,3.91,9.23
17/01/2023 00:00,3.74,8.68
17/01/2023 01:00,16.3,8.51
17/01/2023 02:00,4.05,8.33
17/01/2023 03:00,5.86,8.56
17/01/2023 04:00,4.46,8.67
17/01/2023 05:00,5.25,8.97
17/01/2023 06:00,7.14,9.92
17/01/2023 07:00,8.77,10.79
17/01/2023 08:00,8.6,10.5
17/01/2023 09:00,9.39,10.19
17/01/2023 10:00,9.02,10.1
17/01/2023 11:00,8.66,9.9
17/01/2023 12:00,7.94,10.03
17/01/2023 13:00,7.86,10.04
17/01/2023 14:00,8.42,9.63
17/01/2023 15:00,6.93,10.02
17/01/2023 16:00,6.94,9.93
17/01/2023 17:00,7.33,9.63
17/01/2023 18:00,7.98,10.21
17/01/2023 19:00,7.95,10.72
17/01/2023 20:00,7.85,10.56
17/01/2023 21:00,6.52,10.02
17/01/2023 22:00,5.43,9.8
17/01/2023 23:00,4.75,9.12
18/01/2023 00:00,4.76,8.65
18/01/2023 01:00,4.24,8.48
18/01/2023 02:00,4.4,8.32
18/01/2023 03:00,4.27,8.35
18/01/2023 04:00,3.43,8.45
18/01/2023 05:00,3.55,8.72
18/01/2023 06:00,5.89,9.93
18/01/2023 07:00,7.58,11
18/01/2023 08:00,8.33,10.49
18/01/2023 09:00,8.34,10.2
18/01/2023 10:00,8.48,9.96
18/01/2023 11:00,9.19,9.6
18/01/2023 12:00,9.35,9.79
18/01/2023 13:00,9.22,10.05
18/01/2023 14:00,9.23,10
18/01/2023 15:00,8.4,10.05
18/01/2023 16:00,7.52,9.83
18/01/2023 17:00,7.76,10.28
18/01/2023 18:00,6.83,10.45
18/01/2023 19:00,6.97,11.05
18/01/2023 20:00,6.71,10.77
18/01/2023 21:00,5.67,10.76
18/01/2023 22:00,4.51,9.9
18/01/2023 23:00,3.69,9.36
19/01/2023 00:00,4.52,8.77
19/01/2023 01:00,4.48,8.55
19/01/2023 02:00,5.12,8.5
19/01/2023 03:00,5.47,8.52
19/01/2023 04:00,4.26,8.79
19/01/2023 05:00,4.89,8.78
19/01/2023 06:00,6.88,9.91
19/01/2023 07:00,9.3,11.36
19/01/2023 08:00,8.92,10.7
19/01/2023 09:00,9.54,10.49
19/01/2023 10:00,9.01,9.96
19/01/2023 11:00,8.84,9.79
19/01/2023 12:00,8.38,9.52
19/01/2023 13:00,8.1,9.18
19/01/2023 14:00,8.79,9.23
19/01/2023 15:00,7.16,9.41
19/01/2023 16:00,7.38,9.48
19/01/2023 17:00,7.11,9.44
19/01/2023 18:00,7.14,9.62
19/01/2023 19:00,7.5,10
19/01/2023 20:00,7.63,10.08
19/01/2023 21:00,6.53,9.64
19/01/2023 22:00,5.2,8.93
19/01/2023 23:00,4.98,8.87
20/01/2023 00:00,5.14,8.23
20/01/2023 01:00,5.08,7.97
20/01/2023 02:00,5.6,7.87
20/01/2023 03:00,3.59,7.96
20/01/2023 04:00,3.32,7.98
20/01/2023 05:00,4.16,8.41
20/01/2023 06:00,7.09,9.38
20/01/2023 07:00,8.6,10.79
20/01/2023 08:00,9.04,10.61
20/01/2023 09:00,10.1,10.26
20/01/2023 10:00,9.41,10.18
20/01/2023 11:00,10.78,9.74
20/01/2023 12:00,10.13,9.74
20/01/2023 13:00,8.73,9.76
20/01/2023 14:00,12.56,10.1
